Ecosystem	Package	Version	Scope	License	License files	Source
go	github.com/cockroachdb/datadriven	v1.0.2	module	Apache-2.0	LICENSE	https://github.com/cockroachdb/datadriven
go	github.com/cpuguy83/go-md2man/v2	v2.0.4	module	MIT	LICENSE.md	https://github.com/cpuguy83/go-md2man/v2
go	github.com/davecgh/go-spew	v1.1.1	module	ISC	LICENSE	https://github.com/davecgh/go-spew
go	github.com/envoyproxy/go-control-plane	v0.14.0	module	Apache-2.0	LICENSE	https://github.com/envoyproxy/go-control-plane
go	github.com/envoyproxy/go-control-plane/envoy	v1.37.0	module	Apache-2.0	LICENSE	https://github.com/envoyproxy/go-control-plane/envoy
go	github.com/envoyproxy/go-control-plane/ratelimit	v0.1.0	module	Apache-2.0	LICENSE	https://github.com/envoyproxy/go-control-plane/ratelimit
go	github.com/envoyproxy/protoc-gen-validate	v1.3.3	module	Apache-2.0	LICENSE	https://github.com/envoyproxy/protoc-gen-validate
go	github.com/felixge/fgprof	v0.9.5	module	MIT	LICENSE.txt	https://github.com/felixge/fgprof
go	github.com/fsnotify/fsnotify	v1.9.0	module	BSD-3-Clause	LICENSE	https://github.com/fsnotify/fsnotify
go	github.com/go-jose/go-jose/v4	v4.1.4	module	Apache-2.0	LICENSE	https://github.com/go-jose/go-jose/v4
go	github.com/go-logr/logr	v1.4.3	module	Apache-2.0	LICENSE	https://github.com/go-logr/logr
go	github.com/go-logr/stdr	v1.2.2	module	Apache-2.0	LICENSE	https://github.com/go-logr/stdr
go	github.com/go-viper/mapstructure/v2	v2.4.0	module	MIT	LICENSE	https://github.com/go-viper/mapstructure/v2
go	github.com/gogo/protobuf	v1.3.2	module	BSD-3-Clause	LICENSE	https://github.com/gogo/protobuf
go	github.com/golang/glog	v1.2.5	module	Apache-2.0	LICENSE	https://github.com/golang/glog
go	github.com/golang/protobuf	v1.5.4	module	BSD-3-Clause	LICENSE	https://github.com/golang/protobuf
go	github.com/google/go-cmp	v0.7.0	module	BSD-3-Clause	LICENSE	https://github.com/google/go-cmp
go	github.com/google/pprof	v0.0.0-20240227163752-401108e1b7e7	module	Apache-2.0	LICENSE	https://github.com/google/pprof
go	github.com/google/uuid	v1.6.0	module	BSD-3-Clause	LICENSE	https://github.com/google/uuid
go	github.com/inconshreveable/mousetrap	v1.1.0	module	Apache-2.0	LICENSE	https://github.com/inconshreveable/mousetrap
go	github.com/jedib0t/go-pretty/v6	v6.7.10	module	MIT	LICENSE	https://github.com/jedib0t/go-pretty/v6
go	github.com/kisielk/errcheck	v1.5.0	module	MIT	LICENSE	https://github.com/kisielk/errcheck
go	github.com/kisielk/gotool	v1.0.0	module	MIT	LICENSE	https://github.com/kisielk/gotool
go	github.com/klauspost/compress	v1.19.0	module	Apache-2.0	LICENSE	https://github.com/klauspost/compress
go	github.com/knadh/koanf/maps	v0.1.2	module	MIT	LICENSE	https://github.com/knadh/koanf/maps
go	github.com/knadh/koanf/parsers/yaml	v1.1.0	module	MIT	LICENSE	https://github.com/knadh/koanf/parsers/yaml
go	github.com/knadh/koanf/providers/confmap	v1.0.0	module	MIT	LICENSE	https://github.com/knadh/koanf/providers/confmap
go	github.com/knadh/koanf/providers/file	v1.2.1	module	MIT	LICENSE	https://github.com/knadh/koanf/providers/file
go	github.com/knadh/koanf/v2	v2.3.5	module	MIT	LICENSE	https://github.com/knadh/koanf/v2
go	github.com/kr/pretty	v0.2.1	module	MIT	License	https://github.com/kr/pretty
go	github.com/kr/text	v0.2.0	module	MIT	License	https://github.com/kr/text
go	github.com/mattn/go-runewidth	v0.0.16	module	MIT	LICENSE	https://github.com/mattn/go-runewidth
go	github.com/mitchellh/copystructure	v1.2.0	module	MIT	LICENSE	https://github.com/mitchellh/copystructure
go	github.com/mitchellh/reflectwalk	v1.0.2	module	MIT	LICENSE	https://github.com/mitchellh/reflectwalk
go	github.com/peterh/liner	v1.2.2	module	MIT	COPYING	https://github.com/peterh/liner
go	github.com/pkg/profile	v1.7.0	module	BSD-2-Clause	LICENSE	https://github.com/pkg/profile
go	github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10	module	BSD-3-Clause	LICENSE	https://github.com/planetscale/vtprotobuf
go	github.com/pmezard/go-difflib	v1.0.0	module	BSD-2-Clause	LICENSE	https://github.com/pmezard/go-difflib
go	github.com/rivo/uniseg	v0.4.7	module	MIT	LICENSE.txt	https://github.com/rivo/uniseg
go	github.com/russross/blackfriday/v2	v2.1.0	module	BSD-2-Clause	LICENSE.txt	https://github.com/russross/blackfriday/v2
go	github.com/spf13/cobra	v1.8.1	module	Apache-2.0	LICENSE.txt	https://github.com/spf13/cobra
go	github.com/spf13/pflag	v1.0.5	module	BSD-3-Clause	LICENSE	https://github.com/spf13/pflag
go	github.com/spiffe/go-spiffe/v2	v2.6.0	module	Apache-2.0	LICENSE	https://github.com/spiffe/go-spiffe/v2
go	github.com/stretchr/testify	v1.10.0	module	MIT	LICENSE	https://github.com/stretchr/testify
go	github.com/yuin/goldmark	v1.2.1	module	MIT	LICENSE	https://github.com/yuin/goldmark
go	go.etcd.io/raft/v3	v3.6.0	module	Apache-2.0	LICENSE	https://go.etcd.io/raft/v3
go	go.opentelemetry.io/auto/sdk	v1.2.1	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/auto/sdk
go	go.opentelemetry.io/contrib/detectors/gcp	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/contrib/detectors/gcp
go	go.opentelemetry.io/otel	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/otel
go	go.opentelemetry.io/otel/metric	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/otel/metric
go	go.opentelemetry.io/otel/sdk	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/otel/sdk
go	go.opentelemetry.io/otel/sdk/metric	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/otel/sdk/metric
go	go.opentelemetry.io/otel/trace	v1.43.0	module	Apache-2.0	LICENSE	https://go.opentelemetry.io/otel/trace
go	go.yaml.in/yaml/v3	v3.0.3	module	Apache-2.0	LICENSE	https://go.yaml.in/yaml/v3
go	golang.org/x/crypto	v0.50.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/crypto
go	golang.org/x/exp	v0.0.0-20240506185415-9bf2ced13842	module	BSD-3-Clause	LICENSE	https://golang.org/x/exp
go	golang.org/x/mod	v0.34.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/mod
go	golang.org/x/net	v0.53.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/net
go	golang.org/x/oauth2	v0.36.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/oauth2
go	golang.org/x/sync	v0.20.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/sync
go	golang.org/x/sys	v0.43.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/sys
go	golang.org/x/term	v0.42.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/term
go	golang.org/x/text	v0.36.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/text
go	golang.org/x/tools	v0.43.0	module	BSD-3-Clause	LICENSE	https://golang.org/x/tools
go	golang.org/x/xerrors	v0.0.0-20200804184101-5ec99f83aff1	module	BSD-3-Clause	LICENSE	https://golang.org/x/xerrors
go	gonum.org/v1/gonum	v0.17.0	module	BSD-3-Clause	LICENSE	https://gonum.org/v1/gonum
go	google.golang.org/genproto/googleapis/api	v0.0.0-20260414002931-afd174a4e478	module	Apache-2.0	LICENSE	https://google.golang.org/genproto/googleapis/api
go	google.golang.org/genproto/googleapis/rpc	v0.0.0-20260414002931-afd174a4e478	module	Apache-2.0	LICENSE	https://google.golang.org/genproto/googleapis/rpc
go	google.golang.org/grpc	v1.82.0	module	Apache-2.0	LICENSE	https://google.golang.org/grpc
go	google.golang.org/protobuf	v1.36.11	module	BSD-3-Clause	LICENSE	https://google.golang.org/protobuf
go	gopkg.in/check.v1	v1.0.0-20190902080502-41f04d3bba15	module	BSD-2-Clause	LICENSE	https://gopkg.in/check.v1
go	gopkg.in/yaml.v3	v3.0.1	module	Apache-2.0	LICENSE	https://gopkg.in/yaml.v3
